,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
1576,1744,Kondrati Topolov (Earth-616),\/Kondrati_Topolov_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,23.0,May-73,1973.0
1579,1394,Dansen Macabre (Earth-616),\/Dansen_Macabre_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,23.0,May-80,1980.0
1581,1061,Jason Strongbow (Earth-616),\/Jason_Strongbow_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,23.0,Sep-81,1981.0
1583,172066,Roberta (Earth-616),\/Roberta_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,23.0,Feb-82,1982.0
1584,14062,Alison Double (Earth-616),\/Alison_Double_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,23.0,Mar-83,1983.0
1585,1595,Elton Healey (Earth-616),\/Elton_Healey_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,23.0,Nov-83,1983.0
1589,1598,Ogun (Ninja) (Earth-616),\/Ogun_(Ninja)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,23.0,Nov-84,1984.0
1590,1615,Autumn Rolfson (Earth-616),\/Autumn_Rolfson_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,23.0,Jan-87,1987.0
1593,2562,Skullbuster (Earth-616),\/Skullbuster_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,23.0,May-88,1988.0
1595,76657,Lenny Ballinger (Earth-616),\/Lenny_Ballinger_(Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,23.0,May-89,1989.0
1598,28049,Carol Hines (Earth-616),\/Carol_Hines_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Auburn Hair,Female Characters,,Deceased Characters,23.0,Mar-91,1991.0
1601,20232,Louise Hastings (Earth-616),\/Louise_Hastings_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,23.0,Oct-92,1992.0
1603,1274,Candra (Earth-616),\/Candra_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,23.0,Dec-93,1993.0
1605,2408,James Hudson (Clone) (Earth-616),\/James_Hudson_(Clone)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,23.0,Aug-97,1997.0
1606,35274,White Tiger (Evolved Tiger) (Earth-616),\/White_Tiger_(Evolved_Tiger)_(Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Female Characters,,Living Characters,23.0,Jul-97,1997.0
1608,250134,Donald Callahan (Earth-616),\/Donald_Callahan_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,23.0,Apr-00,2000.0
1610,48680,George W. Bush (Earth-616),\/George_W._Bush_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,23.0,Nov-01,2001.0
1611,57562,Sophie Cuckoo (Earth-616),\/Sophie_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,23.0,Nov-01,2001.0
1612,106396,Shola Inkose (Earth-616),\/Shola_Inkose_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,23.0,Dec-02,2002.0
1613,177578,Robert Minoru (Earth-616),\/Robert_Minoru_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,23.0,Jul-03,2003.0
1616,10631,Maximus Jensen (Earth-616),\/Maximus_Jensen_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,,Deceased Characters,23.0,Nov-04,2004.0
1617,8000,Lambda-Zero (Earth-616),\/Lambda-Zero_(Earth-616),Secret Identity,Neutral Characters,Multiple Eyes,No Hair,Female Characters,,Deceased Characters,23.0,Mar-05,2005.0
1618,131056,Bride of Nine Spiders (Earth-616),\/Bride_of_Nine_Spiders_(Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,,Deceased Characters,23.0,Oct-07,2007.0
1619,184148,Delphyne Gorgon (Earth-616),\/Delphyne_Gorgon_(Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Female Characters,,Living Characters,23.0,Nov-08,2008.0
1620,514282,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),Secret Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,23.0,Sep-10,2010.0
1621,571077,Aiden (Earth-616),\/Aiden_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,23.0,Feb-13,2013.0
1622,571073,Cullen Bloodstone (Earth-616),\/Cullen_Bloodstone_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,23.0,Feb-13,2013.0
1623,570029,Rebecca Ryker (Earth-616),\/Rebecca_Ryker_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,23.0,Feb-13,2013.0
1627,8903,Wong-Chu (Earth-616),\/Wong-Chu_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,22.0,Mar-63,1963.0
1629,12417,Lucifer (Lightbearer) (Earth-616),\/Lucifer_(Lightbearer)_(Earth-616),Public Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,22.0,Feb-67,1967.0
1630,15353,Zarek (Earth-616),\/Zarek_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,22.0,Dec-67,1967.0
1633,15330,Typhon (Earth-616),\/Typhon_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,22.0,Feb-68,1968.0
1634,15307,George Smith (Earth-616),\/George_Smith_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22.0,Nov-69,1969.0
1635,2052,Lupo (Earth-616),\/Lupo_(Earth-616),Secret Identity,Bad Characters,Yellow Eyeballs,No Hair,Male Characters,,Living Characters,22.0,Nov-69,1969.0
1637,34403,Hebe (Earth-616),\/Hebe_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,22.0,Aug-70,1970.0
1638,106984,Tongah (Earth-616),\/Tongah_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22.0,Dec-70,1970.0
1639,1535,Zala Dane (Earth-616),\/Zala_Dane_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,22.0,Dec-70,1970.0
1641,1406,Deacon Frost (Earth-616),\/Deacon_Frost_(Earth-616),Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Deceased Characters,22.0,Oct-73,1973.0
1642,2280,Kamo Tharnn (Earth-616),\/Kamo_Tharnn_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,,Deceased Characters,22.0,May-75,1975.0
1646,5416,Buford Hollis (Earth-616),\/Buford_Hollis_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22.0,Nov-77,1977.0
1647,165292,Tamara Hashioka (Earth-616),\/Tamara_Hashioka_(Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,22.0,Aug-77,1977.0
1649,2551,Sigyn (Earth-616),\/Sigyn_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,22.0,Sep-78,1978.0
1651,35488,Magda Eisenhardt (Earth-616),\/Magda_Eisenhardt_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,22.0,Aug-79,1979.0
1652,78924,Mike Farrell (Earth-616),\/Mike_Farrell_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,22.0,Sep-79,1979.0
1653,1269,Calypso Ezili (Earth-616),\/Calypso_Ezili_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,22.0,Oct-80,1980.0
1654,16624,Lois London (Earth-616),\/Lois_London_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,22.0,Nov-82,1982.0
1655,102675,Lucinda Guthrie (Earth-616),\/Lucinda_Guthrie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,22.0,Nov-84,1984.0
1657,47513,Wallace Jackson (Earth-616),\/Wallace_Jackson_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,22.0,May-85,1985.0
1660,2291,Pretty Boy (Earth-616),\/Pretty_Boy_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,22.0,May-88,1988.0
1663,10144,Perun (Earth-616),\/Perun_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22.0,Apr-89,1989.0
1664,5444,Roughouse (Earth-616),\/Roughouse_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,22.0,Feb-89,1989.0
1665,164397,Desmond Marrs (Earth-616),\/Desmond_Marrs_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,22.0,Apr-90,1990.0
1667,26910,Walter Rosen (Earth-616),\/Walter_Rosen_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22.0,Jul-90,1990.0
1668,16590,Adam Crown (Earth-616),\/Adam_Crown_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,22.0,Aug-91,1991.0
1670,4329,Donald Clendenon (Earth-616),\/Donald_Clendenon_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22.0,Oct-92,1992.0
1673,26584,Curtis Elkins (Earth-616),\/Curtis_Elkins_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22.0,Mar-93,1993.0
1674,39382,Donna Diego (Earth-616),\/Donna_Diego_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,22.0,May-93,1993.0
1676,16620,Jean-Luc LeBeau (Earth-616),\/Jean-Luc_LeBeau_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22.0,Dec-93,1993.0
1680,4017,Jasmine Destine (Earth-616),\/Jasmine_Destine_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,22.0,Jul-94,1994.0
1681,120090,Paradox (Strange) (Earth-616),\/Paradox_(Strange)_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,22.0,Jan-94,1994.0
1682,25097,Gregory Herd (Earth-616),\/Gregory_Herd_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22.0,Nov-95,1995.0
1684,295063,"Nicholas Fury (LMD, Heroes Reborn) (Earth-616)","\/Nicholas_Fury_(LMD,_Heroes_Reborn)_(Earth-616)",Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,22.0,Nov-96,1996.0
1686,5461,T-Ray (Earth-616),\/T-Ray_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,22.0,Jan-97,1997.0
1688,16631,Litterbug (Earth-616),\/Litterbug_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,22.0,Jun-02,2002.0
1689,43407,Gabriel Stacy (Earth-616),\/Gabriel_Stacy_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22.0,Aug-04,2004.0
1691,508094,Shingen Harada II (Earth-616),\/Shingen_Harada_II_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,22.0,Mar-12,2012.0
1695,1871,It the Living Colossus (Earth-616),\/It_the_Living_Colossus_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,,Living Characters,21.0,Feb-61,1961.0
1696,7709,Bruce Olafsen (Earth-616),\/Bruce_Olafsen_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21.0,Sep-62,1962.0
1698,2690,Maha Yogi (Earth-616),\/Maha_Yogi_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,21.0,Sep-63,1963.0
1703,1340,Ralph Roberts (Earth-616),\/Ralph_Roberts_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,21.0,Apr-67,1967.0
1704,34347,Sentry 459 (Earth-616),\/Sentry_459_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,,,Living Characters,21.0,Jul-67,1967.0
1705,51109,Seth (Atlantean) (Earth-616),\/Seth_(Atlantean)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,21.0,Jan-68,1968.0
1714,9846,Veronica Dultry (Earth-616),\/Veronica_Dultry_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,21.0,Aug-75,1975.0
1715,2013,Brian DeWolff (Earth-616),\/Brian_DeWolff_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,21.0,Aug-76,1976.0
1716,1522,Davan Shakari (Earth-616),\/Davan_Shakari_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,21.0,Feb-76,1976.0
1718,2011,Woodgod (Earth-616),\/Woodgod_(Earth-616),Secret Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,21.0,Aug-76,1976.0
1719,21610,Nezarr (Earth-616),\/Nezarr_(Earth-616),Secret Identity,Neutral Characters,No Eyes,No Hair,Male Characters,,Living Characters,21.0,Mar-77,1977.0
1721,5327,Randall Darby (Earth-616),\/Randall_Darby_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,21.0,Nov-77,1977.0
1727,30363,Carmen Pryde (Earth-616),\/Carmen_Pryde_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,21.0,Jan-80,1980.0
1728,50080,Detective Flint (Earth-616),\/Detective_Flint_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21.0,Oct-81,1981.0
1729,407243,Fireflyte (Earth-616),\/Fireflyte_(Earth-616),Public Identity,Good Characters,Magenta Eyes,Magenta Hair,Female Characters,,Living Characters,21.0,Sep-81,1981.0
1730,2253,Alain Racine (Earth-616),\/Alain_Racine_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,21.0,Jun-82,1982.0
1731,128140,Wolf (Thunderiders) (Earth-616),\/Wolf_(Thunderiders)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,21.0,May-82,1982.0
1733,2557,Stanley Carter (Earth-616),\/Stanley_Carter_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,21.0,Oct-85,1985.0
1735,292388,Margaret Murdock (Earth-616),\/Margaret_Murdock_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,21.0,Apr-86,1986.0
1736,370511,Thomas Maximoff (Earth-616),\/Thomas_Maximoff_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Deceased Characters,21.0,Sep-86,1986.0
1737,370478,William Maximoff (Earth-616),\/William_Maximoff_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Deceased Characters,21.0,Sep-86,1986.0
1738,1097,Ariel (Coconut Grove) (Earth-616),\/Ariel_(Coconut_Grove)_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Pink Hair,Female Characters,,Living Characters,21.0,May-87,1987.0
1740,119460,Tath Ki (Skrull) (Earth-616),\/Tath_Ki_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,21.0,Oct-87,1987.0
1742,5469,Luis Alvarez (Earth-616),\/Luis_Alvarez_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,21.0,Feb-88,1988.0
1743,34039,Anne Marie Hoag (Earth-616),\/Anne_Marie_Hoag_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,21.0,May-89,1989.0
1745,9147,Dinah Soar (Earth-616),\/Dinah_Soar_(Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Female Characters,,Deceased Characters,21.0,Jul-89,1989.0
1746,18375,Alex Flores (Earth-616),\/Alex_Flores_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,21.0,Oct-91,1991.0
1747,16486,Eisenhower Canty (Earth-616),\/Eisenhower_Canty_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,21.0,Mar-92,1992.0
1748,336704,Zachary Moonhunter (Earth-616),\/Zachary_Moonhunter_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,21.0,Jul-92,1992.0
1749,1030,Adam Neramani (Earth-616),\/Adam_Neramani_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,21.0,Oct-93,1993.0
1750,209660,Victor Slaughter (Earth-616),\/Victor_Slaughter_(Earth-616),Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,21.0,Feb-93,1993.0
1752,273351,Jaine Cutter (Earth-616),\/Jaine_Cutter_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,21.0,Mar-94,1994.0
1753,16656,Walter Destine (Earth-616),\/Walter_Destine_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21.0,Jul-94,1994.0
1754,5511,Rina Patel (Earth-616),\/Rina_Patel_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,21.0,May-95,1995.0
1758,1563,Cassandra Nova Xavier (Earth-616),\/Cassandra_Nova_Xavier_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Female Characters,,Living Characters,21.0,Jul-01,2001.0
1759,286199,Thialfi (Earth-616),\/Thialfi_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21.0,Jan-02,2002.0
1761,2545,Shortpack (Earth-616),\/Shortpack_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21.0,Aug-03,2003.0
1762,339676,Kyle Jinadu (Earth-616),\/Kyle_Jinadu_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,21.0,Jun-09,2009.0
1763,515646,Manuel Enduque (Earth-616),\/Manuel_Enduque_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,21.0,Sep-11,2011.0
1764,584546,Nightmask (Earth-616),\/Nightmask_(Earth-616),Public Identity,Good Characters,Pink Eyes,Bald,,,Living Characters,21.0,Mar-13,2013.0
1765,76259,Jack Castle (Earth-616),\/Jack_Castle_(Earth-616),Secret Identity,Good Characters,Hazel Eyes,Blond Hair,Male Characters,,Deceased Characters,20.0,Jan-40,1940.0
1766,282590,Philo Zogolowski (Earth-616),\/Philo_Zogolowski_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,20.0,Feb-40,1940.0
1767,11046,Elton Morrow (Earth-616),\/Elton_Morrow_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,20.0,Apr-41,1941.0
1771,1213,Gregor Shapanka (Earth-616),\/Gregor_Shapanka_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,20.0,Sep-63,1963.0
1773,238411,Urd (Earth-616),\/Urd_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,20.0,Mar-64,1964.0
1775,34291,Karl Kaufman (Earth-616),\/Karl_Kaufman_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,20.0,Sep-68,1968.0
1776,196711,Madeline Bass (Earth-616),\/Madeline_Bass_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,20.0,May-68,1968.0
1777,7974,Edward March (Earth-616),\/Edward_March_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,20.0,Jan-70,1970.0
1781,2210,Nebulon (Earth-616),\/Nebulon_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,20.0,May-74,1974.0
